sentid	comparison	pairid	contextid	lemma	condition	sentence	ROI
2892	unexpected	1446	1446	be	in-a-sentential-complement	the mechanic knew the officer are tall	6
2893	expected	1447	1447	be	in-a-sentential-complement	the mechanic knew the officer is old	6
2894	unexpected	1447	1447	be	in-a-sentential-complement	the mechanic knew the officer are old	6
2895	expected	1448	1448	be	in-a-sentential-complement	the mechanic knew the officer is young	6
2896	unexpected	1448	1448	be	in-a-sentential-complement	the mechanic knew the officer are young	6
2897	expected	1449	1449	be	in-a-sentential-complement	the mechanic knew the officer is short	6
2898	unexpected	1449	1449	be	in-a-sentential-complement	the mechanic knew the officer are short	6
2899	expected	1450	1450	laugh	in-a-sentential-complement	the mechanic knew the teacher laughs	6
2900	unexpected	1450	1450	laugh	in-a-sentential-complement	the mechanic knew the teacher laugh	6
2901	expected	1451	1451	swim	in-a-sentential-complement	the mechanic knew the teacher swims	6
2902	unexpected	1451	1451	swim	in-a-sentential-complement	the mechanic knew the teacher swim	6
2903	expected	1452	1452	smile	in-a-sentential-complement	the mechanic knew the teacher smiles	6
2904	unexpected	1452	1452	smile	in-a-sentential-complement	the mechanic knew the teacher smile	6
2905	expected	1453	1453	be	in-a-sentential-complement	the mechanic knew the teacher is tall	6
2906	unexpected	1453	1453	be	in-a-sentential-complement	the mechanic knew the teacher are tall	6
2907	expected	1454	1454	be	in-a-sentential-complement	the mechanic knew the teacher is old	6
2908	unexpected	1454	1454	be	in-a-sentential-complement	the mechanic knew the teacher are old	6
2909	expected	1455	1455	be	in-a-sentential-complement	the mechanic knew the teacher is young	6
2910	unexpected	1455	1455	be	in-a-sentential-complement	the mechanic knew the teacher are young	6
2911	expected	1456	1456	be	in-a-sentential-complement	the mechanic knew the teacher is short	6
2912	unexpected	1456	1456	be	in-a-sentential-complement	the mechanic knew the teacher are short	6
2913	expected	1457	1457	laugh	in-a-sentential-complement	the mechanic knew the senator laughs	6
2914	unexpected	1457	1457	laugh	in-a-sentential-complement	the mechanic knew the senator laugh	6
2915	expected	1458	1458	swim	in-a-sentential-complement	the mechanic knew the senator swims	6
2916	unexpected	1458	1458	swim	in-a-sentential-complement	the mechanic knew the senator swim	6
2917	expected	1459	1459	smile	in-a-sentential-complement	the mechanic knew the senator smiles	6
2918	unexpected	1459	1459	smile	in-a-sentential-complement	the mechanic knew the senator smile	6
2919	expected	1460	1460	be	in-a-sentential-complement	the mechanic knew the senator is tall	6
2920	unexpected	1460	1460	be	in-a-sentential-complement	the mechanic knew the senator are tall	6
2921	expected	1461	1461	be	in-a-sentential-complement	the mechanic knew the senator is old	6
2922	unexpected	1461	1461	be	in-a-sentential-complement	the mechanic knew the senator are old	6
2923	expected	1462	1462	be	in-a-sentential-complement	the mechanic knew the senator is young	6
2924	unexpected	1462	1462	be	in-a-sentential-complement	the mechanic knew the senator are young	6
2925	expected	1463	1463	be	in-a-sentential-complement	the mechanic knew the senator is short	6
2926	unexpected	1463	1463	be	in-a-sentential-complement	the mechanic knew the senator are short	6
2927	expected	1464	1464	laugh	in-a-sentential-complement	the mechanic knew the consultant laughs	6
2928	unexpected	1464	1464	laugh	in-a-sentential-complement	the mechanic knew the consultant laugh	6
2929	expected	1465	1465	swim	in-a-sentential-complement	the mechanic knew the consultant swims	6
2930	unexpected	1465	1465	swim	in-a-sentential-complement	the mechanic knew the consultant swim	6
2931	expected	1466	1466	smile	in-a-sentential-complement	the mechanic knew the consultant smiles	6
2932	unexpected	1466	1466	smile	in-a-sentential-complement	the mechanic knew the consultant smile	6
2933	expected	1467	1467	be	in-a-sentential-complement	the mechanic knew the consultant is tall	6
2934	unexpected	1467	1467	be	in-a-sentential-complement	the mechanic knew the consultant are tall	6
2935	expected	1468	1468	be	in-a-sentential-complement	the mechanic knew the consultant is old	6
2936	unexpected	1468	1468	be	in-a-sentential-complement	the mechanic knew the consultant are old	6
2937	expected	1469	1469	be	in-a-sentential-complement	the mechanic knew the consultant is young	6
2938	unexpected	1469	1469	be	in-a-sentential-complement	the mechanic knew the consultant are young	6
2939	expected	1470	1470	be	in-a-sentential-complement	the mechanic knew the consultant is short	6
2940	unexpected	1470	1470	be	in-a-sentential-complement	the mechanic knew the consultant are short	6
2941	expected	1471	1471	laugh	in-a-sentential-complement	the banker said the author laughs	6
2942	unexpected	1471	1471	laugh	in-a-sentential-complement	the banker said the author laugh	6
2943	expected	1472	1472	swim	in-a-sentential-complement	the banker said the author swims	6
2944	unexpected	1472	1472	swim	in-a-sentential-complement	the banker said the author swim	6
2945	expected	1473	1473	smile	in-a-sentential-complement	the banker said the author smiles	6
2946	unexpected	1473	1473	smile	in-a-sentential-complement	the banker said the author smile	6
2947	expected	1474	1474	be	in-a-sentential-complement	the banker said the author is tall	6
2948	unexpected	1474	1474	be	in-a-sentential-complement	the banker said the author are tall	6
2949	expected	1475	1475	be	in-a-sentential-complement	the banker said the author is old	6
2950	unexpected	1475	1475	be	in-a-sentential-complement	the banker said the author are old	6
2951	expected	1476	1476	be	in-a-sentential-complement	the banker said the author is young	6
2952	unexpected	1476	1476	be	in-a-sentential-complement	the banker said the author are young	6
2953	expected	1477	1477	be	in-a-sentential-complement	the banker said the author is short	6
2954	unexpected	1477	1477	be	in-a-sentential-complement	the banker said the author are short	6
2955	expected	1478	1478	laugh	in-a-sentential-complement	the banker said the pilot laughs	6
2956	unexpected	1478	1478	laugh	in-a-sentential-complement	the banker said the pilot laugh	6
2957	expected	1479	1479	swim	in-a-sentential-complement	the banker said the pilot swims	6
2958	unexpected	1479	1479	swim	in-a-sentential-complement	the banker said the pilot swim	6
2959	expected	1480	1480	smile	in-a-sentential-complement	the banker said the pilot smiles	6
2960	unexpected	1480	1480	smile	in-a-sentential-complement	the banker said the pilot smile	6
2961	expected	1481	1481	be	in-a-sentential-complement	the banker said the pilot is tall	6
2962	unexpected	1481	1481	be	in-a-sentential-complement	the banker said the pilot are tall	6
2963	expected	1482	1482	be	in-a-sentential-complement	the banker said the pilot is old	6
2964	unexpected	1482	1482	be	in-a-sentential-complement	the banker said the pilot are old	6
2965	expected	1483	1483	be	in-a-sentential-complement	the banker said the pilot is young	6
2966	unexpected	1483	1483	be	in-a-sentential-complement	the banker said the pilot are young	6
2967	expected	1484	1484	be	in-a-sentential-complement	the banker said the pilot is short	6
2968	unexpected	1484	1484	be	in-a-sentential-complement	the banker said the pilot are short	6
2969	expected	1485	1485	laugh	in-a-sentential-complement	the banker said the surgeon laughs	6
2970	unexpected	1485	1485	laugh	in-a-sentential-complement	the banker said the surgeon laugh	6
2971	expected	1486	1486	swim	in-a-sentential-complement	the banker said the surgeon swims	6
2972	unexpected	1486	1486	swim	in-a-sentential-complement	the banker said the surgeon swim	6
2973	expected	1487	1487	smile	in-a-sentential-complement	the banker said the surgeon smiles	6
2974	unexpected	1487	1487	smile	in-a-sentential-complement	the banker said the surgeon smile	6
2975	expected	1488	1488	be	in-a-sentential-complement	the banker said the surgeon is tall	6
2976	unexpected	1488	1488	be	in-a-sentential-complement	the banker said the surgeon are tall	6
2977	expected	1489	1489	be	in-a-sentential-complement	the banker said the surgeon is old	6
2978	unexpected	1489	1489	be	in-a-sentential-complement	the banker said the surgeon are old	6
2979	expected	1490	1490	be	in-a-sentential-complement	the banker said the surgeon is young	6
2980	unexpected	1490	1490	be	in-a-sentential-complement	the banker said the surgeon are young	6
2981	expected	1491	1491	be	in-a-sentential-complement	the banker said the surgeon is short	6
2982	unexpected	1491	1491	be	in-a-sentential-complement	the banker said the surgeon are short	6
2983	expected	1492	1492	laugh	in-a-sentential-complement	the banker said the farmer laughs	6
2984	unexpected	1492	1492	laugh	in-a-sentential-complement	the banker said the farmer laugh	6
2985	expected	1493	1493	swim	in-a-sentential-complement	the banker said the farmer swims	6
2986	unexpected	1493	1493	swim	in-a-sentential-complement	the banker said the farmer swim	6
2987	expected	1494	1494	smile	in-a-sentential-complement	the banker said the farmer smiles	6
2988	unexpected	1494	1494	smile	in-a-sentential-complement	the banker said the farmer smile	6
2989	expected	1495	1495	be	in-a-sentential-complement	the banker said the farmer is tall	6
2990	unexpected	1495	1495	be	in-a-sentential-complement	the banker said the farmer are tall	6
2991	expected	1496	1496	be	in-a-sentential-complement	the banker said the farmer is old	6
2992	unexpected	1496	1496	be	in-a-sentential-complement	the banker said the farmer are old	6
2993	expected	1497	1497	be	in-a-sentential-complement	the banker said the farmer is young	6
2994	unexpected	1497	1497	be	in-a-sentential-complement	the banker said the farmer are young	6
2995	expected	1498	1498	be	in-a-sentential-complement	the banker said the farmer is short	6
2996	unexpected	1498	1498	be	in-a-sentential-complement	the banker said the farmer are short	6
2997	expected	1499	1499	laugh	in-a-sentential-complement	the banker said the manager laughs	6
2998	unexpected	1499	1499	laugh	in-a-sentential-complement	the banker said the manager laugh	6
2999	expected	1500	1500	swim	in-a-sentential-complement	the banker said the manager swims	6
3000	unexpected	1500	1500	swim	in-a-sentential-complement	the banker said the manager swim	6
3001	expected	1501	1501	smile	in-a-sentential-complement	the banker said the manager smiles	6
3002	unexpected	1501	1501	smile	in-a-sentential-complement	the banker said the manager smile	6
3003	expected	1502	1502	be	in-a-sentential-complement	the banker said the manager is tall	6
3004	unexpected	1502	1502	be	in-a-sentential-complement	the banker said the manager are tall	6
3005	expected	1503	1503	be	in-a-sentential-complement	the banker said the manager is old	6
3006	unexpected	1503	1503	be	in-a-sentential-complement	the banker said the manager are old	6
3007	expected	1504	1504	be	in-a-sentential-complement	the banker said the manager is young	6
3008	unexpected	1504	1504	be	in-a-sentential-complement	the banker said the manager are young	6
3009	expected	1505	1505	be	in-a-sentential-complement	the banker said the manager is short	6
3010	unexpected	1505	1505	be	in-a-sentential-complement	the banker said the manager are short	6
3011	expected	1506	1506	laugh	in-a-sentential-complement	the banker said the customer laughs	6
3012	unexpected	1506	1506	laugh	in-a-sentential-complement	the banker said the customer laugh	6
3013	expected	1507	1507	swim	in-a-sentential-complement	the banker said the customer swims	6
3014	unexpected	1507	1507	swim	in-a-sentential-complement	the banker said the customer swim	6
3015	expected	1508	1508	smile	in-a-sentential-complement	the banker said the customer smiles	6
3016	unexpected	1508	1508	smile	in-a-sentential-complement	the banker said the customer smile	6
3017	expected	1509	1509	be	in-a-sentential-complement	the banker said the customer is tall	6
3018	unexpected	1509	1509	be	in-a-sentential-complement	the banker said the customer are tall	6
3019	expected	1510	1510	be	in-a-sentential-complement	the banker said the customer is old	6
3020	unexpected	1510	1510	be	in-a-sentential-complement	the banker said the customer are old	6
3021	expected	1511	1511	be	in-a-sentential-complement	the banker said the customer is young	6
3022	unexpected	1511	1511	be	in-a-sentential-complement	the banker said the customer are young	6
3023	expected	1512	1512	be	in-a-sentential-complement	the banker said the customer is short	6
3024	unexpected	1512	1512	be	in-a-sentential-complement	the banker said the customer are short	6
3025	expected	1513	1513	laugh	in-a-sentential-complement	the banker said the officer laughs	6
3026	unexpected	1513	1513	laugh	in-a-sentential-complement	the banker said the officer laugh	6
3027	expected	1514	1514	swim	in-a-sentential-complement	the banker said the officer swims	6
3028	unexpected	1514	1514	swim	in-a-sentential-complement	the banker said the officer swim	6
